phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,4.0720,6.76,3.7898,9.94
search,2,3.5727,14.00,3.5948,14.22
search,3,3.2002,20.65,3.0337,22.57
search,4,2.8484,27.37,3.1485,22.97
search,5,2.5785,32.57,2.7065,31.94
search,6,2.3710,36.86,2.6806,31.76
search,7,2.2034,40.50,2.4396,37.15
search,8,2.0723,43.65,2.4299,38.18
search,9,1.9630,45.84,2.2244,41.74
search,10,1.8770,47.79,2.2118,42.26
finetune,1,2.0789,43.61,2.3928,39.99
finetune,2,1.8877,48.17,2.1671,43.79
finetune,3,1.8050,50.16,2.1063,44.78
finetune,4,1.7448,51.70,1.9918,46.79
finetune,5,1.6831,52.96,2.0195,47.26
finetune,6,1.6336,54.12,1.9424,48.50
finetune,7,1.5943,55.28,1.9536,49.26
finetune,8,1.5604,55.78,2.1302,45.33
finetune,9,1.5308,56.59,1.9168,49.00
finetune,10,1.4896,57.40,1.8257,51.19
finetune,11,1.4700,58.37,1.7744,52.05
finetune,12,1.4507,58.80,1.7727,52.23
finetune,13,1.4261,59.34,1.9019,50.68
finetune,14,1.4054,59.97,1.7945,52.05
finetune,15,1.3831,60.52,1.8767,51.88
finetune,16,1.3627,60.81,1.9943,49.91
finetune,17,1.3443,61.45,1.8183,51.84
finetune,18,1.3265,61.78,1.6953,54.13
finetune,19,1.3122,62.15,1.8087,53.72
finetune,20,1.2968,62.55,1.8226,52.29
finetune,21,1.2794,62.74,1.9964,49.71
finetune,22,1.2664,63.49,1.7536,53.64
finetune,23,1.2554,63.82,1.8263,52.33
finetune,24,1.2371,64.04,2.2392,48.18
finetune,25,1.2273,64.49,1.7669,53.46
finetune,26,1.2164,64.77,1.8054,54.42
finetune,27,1.2103,64.79,1.6829,55.37
finetune,28,1.1972,65.07,1.8813,51.95
finetune,29,1.1836,65.55,2.0931,50.17
finetune,30,1.1729,65.63,1.7501,54.59
finetune,31,1.1734,65.60,1.8124,53.08
finetune,32,1.1497,66.38,1.7981,54.62
finetune,33,1.1522,66.55,1.6468,56.38
finetune,34,1.1425,66.47,1.9590,52.07
finetune,35,1.1310,66.73,1.8675,54.05
finetune,36,1.1286,67.03,1.7512,55.44
finetune,37,1.1126,67.15,1.6833,55.73
finetune,38,1.1141,67.04,1.6772,55.11
finetune,39,1.1028,67.56,1.7603,55.31
finetune,40,1.0888,67.78,1.7305,55.46
finetune,41,1.0886,67.74,1.7148,56.54
finetune,42,1.0817,68.17,1.9605,53.24
finetune,43,1.0848,67.85,1.7637,55.29
finetune,44,1.0619,68.48,1.9479,53.02
finetune,45,1.0613,68.82,1.7629,55.32
finetune,46,1.0620,68.48,1.8200,54.73
finetune,47,1.0462,69.01,1.9068,53.83
finetune,48,1.0438,68.97,1.7753,55.32
finetune,49,1.0489,68.73,1.8133,55.41
finetune,50,1.0424,68.85,1.7876,55.36
finetune,51,1.0321,69.37,1.7886,55.01
finetune,52,1.0254,69.50,1.9220,54.13
finetune,53,1.0182,69.64,1.8173,55.13
finetune,54,1.0150,69.67,1.8078,54.70
finetune,55,1.0113,69.70,1.8289,54.31
finetune,56,0.9999,69.91,1.9416,52.99
finetune,57,1.0040,70.14,1.9537,53.59
finetune,58,1.0051,69.93,1.7943,56.34
finetune,59,0.9977,70.39,1.9450,53.50
finetune,60,0.9968,69.92,1.9380,54.47
finetune,61,0.9922,70.37,1.7785,55.99
finetune,62,0.9805,70.78,1.9085,53.46
finetune,63,0.9767,70.86,1.6952,56.78
finetune,64,0.9763,70.58,1.7887,56.22
finetune,65,0.9722,70.77,1.7380,57.04
finetune,66,0.9582,71.16,1.7355,57.28
finetune,67,0.9586,71.31,1.7266,56.74
finetune,68,0.9610,71.29,1.6890,57.62
finetune,69,0.9522,71.31,1.7471,56.16
finetune,70,0.9567,71.05,1.8182,55.29
finetune,71,0.9618,71.01,1.7171,57.28
finetune,72,0.9457,71.42,1.8814,53.94
finetune,73,0.9482,71.36,1.8040,56.12
finetune,74,0.9435,71.60,1.7306,56.61
finetune,75,0.9393,71.77,1.7880,56.62
finetune,76,0.9449,71.57,1.8848,55.09
finetune,77,0.9303,71.94,1.7828,56.60
