phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,4.0720,6.76,3.7898,9.94
search,2,3.5727,14.00,3.5948,14.22
search,3,3.2002,20.65,3.0337,22.57
search,4,2.8484,27.37,3.1485,22.97
search,5,2.5785,32.57,2.7065,31.94
search,6,2.3710,36.86,2.6806,31.76
search,7,2.2034,40.50,2.4396,37.15
search,8,2.0723,43.65,2.4299,38.18
search,9,1.9630,45.84,2.2244,41.74
search,10,1.8770,47.79,2.2118,42.26
finetune,1,2.3896,37.49,2.5386,36.25
finetune,2,2.0511,44.74,2.1883,42.53
finetune,3,1.9359,47.07,2.1612,42.81
finetune,4,1.8638,48.94,2.3044,41.10
finetune,5,1.8062,50.04,2.1697,44.29
finetune,6,1.7476,51.15,2.0102,46.56
finetune,7,1.7014,52.76,2.0890,46.06
finetune,8,1.6676,53.55,2.1277,45.75
finetune,9,1.6330,54.10,2.0492,46.44
finetune,10,1.5978,54.94,2.0481,46.52
finetune,11,1.5713,55.75,1.8952,49.00
finetune,12,1.5443,56.52,2.0590,47.11
finetune,13,1.5241,57.04,1.9396,49.90
finetune,14,1.5012,57.65,1.8086,51.56
finetune,15,1.4841,58.10,1.9026,49.98
finetune,16,1.4619,58.48,1.9363,50.53
finetune,17,1.4421,59.10,1.8711,50.25
finetune,18,1.4210,59.45,1.8304,51.57
finetune,19,1.4099,59.80,1.7687,53.11
finetune,20,1.3926,60.23,1.8566,51.59
finetune,21,1.3858,60.22,1.8911,50.36
finetune,22,1.3647,61.00,1.7951,52.69
finetune,23,1.3625,61.17,1.8588,51.13
finetune,24,1.3416,61.69,2.1992,48.45
finetune,25,1.3206,62.34,1.7887,53.61
finetune,26,1.3171,62.07,1.9366,50.98
finetune,27,1.3112,62.42,1.7749,53.35
finetune,28,1.3009,62.44,1.8699,52.24
finetune,29,1.2856,62.71,2.0879,49.65
finetune,30,1.2886,62.90,1.8169,53.86
finetune,31,1.2734,63.10,1.7953,53.58
finetune,32,1.2572,63.65,1.9721,51.59
finetune,33,1.2546,63.64,1.7265,54.48
finetune,34,1.2441,64.11,2.0986,47.90
finetune,35,1.2410,64.00,2.1336,50.18
finetune,36,1.2320,64.32,1.9364,51.67
finetune,37,1.2227,64.30,1.8674,52.87
finetune,38,1.2128,64.79,1.8792,51.83
finetune,39,1.2107,64.90,1.9304,50.95
finetune,40,1.1953,65.28,1.8329,53.18
finetune,41,1.1932,65.46,1.7932,54.73
finetune,42,1.1966,64.88,1.8475,53.24
finetune,43,1.1941,64.90,1.9512,51.60
finetune,44,1.1801,65.48,1.9020,52.27
finetune,45,1.1725,65.84,1.7992,54.46
finetune,46,1.1651,66.14,1.8883,52.94
finetune,47,1.1610,66.05,2.1034,49.76
finetune,48,1.1508,66.33,1.9652,52.41
finetune,49,1.1559,66.07,1.7665,54.62
finetune,50,1.1335,66.49,1.8651,53.29
finetune,51,1.1455,66.45,1.8057,54.41
finetune,52,1.1327,66.59,1.8629,53.67
finetune,53,1.1279,66.99,1.8512,53.76
finetune,54,1.1232,66.97,1.8337,53.26
finetune,55,1.1281,66.81,1.7468,55.72
finetune,56,1.1214,66.91,1.9484,52.22
finetune,57,1.1097,67.18,1.8617,53.66
finetune,58,1.1172,67.15,1.8008,55.03
finetune,59,1.1088,67.12,2.0788,49.63
finetune,60,1.1037,67.37,1.9395,52.94
finetune,61,1.1026,67.48,1.8386,54.52
finetune,62,1.0982,67.51,1.9102,53.87
finetune,63,1.0882,67.77,1.8820,54.65
finetune,64,1.0955,67.55,1.9148,53.42
finetune,65,1.0915,67.79,1.8606,54.06
finetune,66,1.0764,68.07,1.8599,54.38
finetune,67,1.0761,68.12,1.6982,56.63
finetune,68,1.0686,68.40,1.7691,55.61
finetune,69,1.0678,68.30,1.8555,54.05
finetune,70,1.0703,68.43,1.8633,54.91
finetune,71,1.0612,68.82,1.9035,53.44
finetune,72,1.0656,68.46,1.8979,53.21
finetune,73,1.0608,68.74,1.9139,53.92
finetune,74,1.0572,68.85,1.9171,52.82
finetune,75,1.0588,68.64,1.7942,55.03
finetune,76,1.0566,68.64,1.8109,54.09
finetune,77,1.0551,68.85,1.7668,55.31
